taxonomy,slug,name,parent_slug
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-kutczi,"Івано-Франківська обл., Івано-Франківський р-н, с. Кутці",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-lopushnya,"Івано-Франківська обл., Івано-Франківський р-н, с. Лопушня",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-pidluzhzhya,"Івано-Франківська обл., Івано-Франківський р-н, с. Підлужжя",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-pidmihajlivczi,"Івано-Франківська обл., Івано-Франківський р-н, с. Підмихайлівці",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-pukiv,"Івано-Франківська обл., Івано-Франківський р-н, с. Пуків",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-ugriniv,"Івано-Франківська обл., Івано-Франківський р-н, с. Угринів",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-s-yamniczya,"Івано-Франківська обл., Івано-Франківський р-н, с. Ямниця",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-bilshivczi,"Івано-Франківська обл., Івано-Франківський р-н, смт. Більшівці",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-bogorodchani,"Івано-Франківська обл., Івано-Франківський р-н, смт. Богородчани",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-єzupil,"Івано-Франківська обл., Івано-Франківський р-н, смт. Єзупіль",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-lisecz,"Івано-Франківська обл., Івано-Франківський р-н, смт. Лисець",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-obertin,"Івано-Франківська обл., Івано-Франківський р-н, смт. Обертин",
city,ivano-frankivska-obl-ivano-frankivskij-r-n-smt-solotvin,"Івано-Франківська обл., Івано-Франківський р-н, смт. Солотвин",
city,ivano-frankivska-obl-kaluskij-r-n-m-dolina,"Івано-Франківська обл., Калуський р-н, м. Долина",
city,ivano-frankivska-obl-kaluskij-r-n-s-spas,"Івано-Франківська обл., Калуський р-н, с. Спас",
city,ivano-frankivska-obl-kaluskij-r-n-smt-broshniv-osada,"Івано-Франківська обл., Калуський р-н, смт. Брошнів-Осада",
city,ivano-frankivska-obl-kaluskij-r-n-smt-vigoda,"Івано-Франківська обл., Калуський р-н, смт. Вигода",
city,ivano-frankivska-obl-kaluskij-r-n-smt-vojniliv,"Івано-Франківська обл., Калуський р-н, смт. Войнилів",
city,ivano-frankivska-obl-kaluskij-r-n-smt-pereginske,"Івано-Франківська обл., Калуський р-н, смт. Перегінське",
city,ivano-frankivska-obl-kaluskij-r-n-smt-rozhnyativ,"Івано-Франківська обл., Калуський р-н, смт. Рожнятів",
city,ivano-frankivska-obl-kolomijskij-r-n-m-gorodenka,"Івано-Франківська обл., Коломийський р-н, м. Городенка",
city,ivano-frankivska-obl-kolomijskij-r-n-m-kolomiya,"Івано-Франківська обл., Коломийський р-н, м. Коломия",
city,ivano-frankivska-obl-kolomijskij-r-n-m-snyatin,"Івано-Франківська обл., Коломийський р-н, м. Снятин",
city,ivano-frankivska-obl-kolomijskij-r-n-s-bogorodichin,"Івано-Франківська обл., Коломийський р-н, с. Богородичин",
city,ivano-frankivska-obl-kolomijskij-r-n-s-vikno,"Івано-Франківська обл., Коломийський р-н, с. Вікно",
city,ivano-frankivska-obl-kolomijskij-r-n-s-godi-dobrovidka,"Івано-Франківська обл., Коломийський р-н, с. Годи-Добровідка",
city,ivano-frankivska-obl-kolomijskij-r-n-s-goloskiv,"Івано-Франківська обл., Коломийський р-н, с. Голосків",
city,ivano-frankivska-obl-kolomijskij-r-n-s-dolishnє-zaluchchya,"Івано-Франківська обл., Коломийський р-н, с. Долішнє Залуччя",
city,ivano-frankivska-obl-kolomijskij-r-n-s-korolivka,"Івано-Франківська обл., Коломийський р-н, с. Королівка",
city,ivano-frankivska-obl-kolomijskij-r-n-s-mateyivczi,"Івано-Франківська обл., Коломийський р-н, с. Матеївці",
city,ivano-frankivska-obl-kolomijskij-r-n-s-nizhnij-verbizh,"Івано-Франківська обл., Коломийський р-н, с. Нижній Вербіж",
city,ivano-frankivska-obl-kolomijskij-r-n-s-nizhnij-verbizh-78218-ivano-frankivska-obl-kolomijskij-r-n-s-nizhnij-verbizh,"Івано-Франківська обл., Коломийський р-н, с. Нижній Вербіж, 78218, ІВАНО-ФРАНКІВСЬКА ОБЛ., КОЛОМИЙСЬКИЙ Р-Н, С. НИЖНІЙ ВЕРБІЖ",
city,ivano-frankivska-obl-kolomijskij-r-n-s-pyadiki,"Івано-Франківська обл., Коломийський р-н, с. П’ядики",
city,ivano-frankivska-obl-kolomijskij-r-n-s-pidgajchiki,"Івано-Франківська обл., Коломийський р-н, с. Підгайчики",
city,ivano-frankivska-obl-kolomijskij-r-n-s-rakivchik,"Івано-Франківська обл., Коломийський р-н, с. Раківчик",
city,ivano-frankivska-obl-kolomijskij-r-n-s-steczeva,"Івано-Франківська обл., Коломийський р-н, с. Стецева",
city,ivano-frankivska-obl-kolomijskij-r-n-s-tulukiv,"Івано-Франківська обл., Коломийський р-н, с. Тулуків",
city,ivano-frankivska-obl-kolomijskij-r-n-smt-gvizdecz,"Івано-Франківська обл., Коломийський р-н, смт. Гвіздець",
city,ivano-frankivska-obl-kolomijskij-r-n-smt-gvizdecz-78260-ivano-frankivska-obl-kolomijskij-r-n-smt-gvizdecz,"Івано-Франківська обл., Коломийський р-н, смт. Гвіздець, 78260, ІВАНО-ФРАНКІВСЬКА обл., КОЛОМИЙСЬКИЙ Р-Н, СМТ ГВІЗДЕЦЬ",
city,ivano-frankivska-obl-kolomijskij-r-n-smt-zabolotiv,"Івано-Франківська обл., Коломийський р-н, смт. Заболотів",
city,ivano-frankivska-obl-kolomijskij-r-n-smt-otiniya,"Івано-Франківська обл., Коломийський р-н, смт. Отинія",
city,ivano-frankivska-obl-kosivskij-r-n-m-kosiv,"Івано-Франківська обл., Косівський р-н, м. Косів",
city,ivano-frankivska-obl-kosivskij-r-n-s-lyucha,"Івано-Франківська обл., Косівський р-н, с. Люча",
city,ivano-frankivska-obl-kosivskij-r-n-s-mikitinczi,"Івано-Франківська обл., Косівський р-н, с. Микитинці",
city,ivano-frankivska-obl-kosivskij-r-n-s-rozhniv,"Івано-Франківська обл., Косівський р-н, с. Рожнів",
city,ivano-frankivska-obl-kosivskij-r-n-s-serednij-bereziv,"Івано-Франківська обл., Косівський р-н, с. Середній Березів",
city,ivano-frankivska-obl-kosivskij-r-n-s-smodna,"Івано-Франківська обл., Косівський р-н, с. Смодна",
city,ivano-frankivska-obl-kosivskij-r-n-s-snidavka,"Івано-Франківська обл., Косівський р-н, с. Снідавка",
city,ivano-frankivska-obl-kosivskij-r-n-s-starij-kosiv,"Івано-Франківська обл., Косівський р-н, с. Старий Косів",
city,ivano-frankivska-obl-kosivskij-r-n-s-stopchativ,"Івано-Франківська обл., Косівський р-н, с. Стопчатів",
city,ivano-frankivska-obl-kosivskij-r-n-s-tekuche,"Івано-Франківська обл., Косівський р-н, с. Текуче",
city,ivano-frankivska-obl-kosivskij-r-n-s-cherganivka,"Івано-Франківська обл., Косівський р-н, с. Черганівка",
city,ivano-frankivska-obl-kosivskij-r-n-s-yavoriv,"Івано-Франківська обл., Косівський р-н, с. Яворів",
city,ivano-frankivska-obl-kosivskij-r-n-smt-yabluniv,"Івано-Франківська обл., Косівський р-н, смт. Яблунів",
city,ivano-frankivska-obl-m-bolehiv,"Івано-Франківська обл., м. Болехів",
city,ivano-frankivska-obl-m-burshtin,"Івано-Франківська обл., м. Бурштин",
city,ivano-frankivska-obl-m-kalush,"Івано-Франківська обл., м. Калуш",
city,ivano-frankivska-obl-m-kolomiya,"Івано-Франківська обл., м. Коломия",
city,ivano-frankivska-obl-m-kosiv,"Івано-Франківська обл., м. Косів",
city,ivano-frankivska-obl-m-yaremche,"Івано-Франківська обл., м. Яремче",
city,ivano-frankivska-obl-m-yaremche-smt-vorohta,"Івано-Франківська обл., м. Яремче, смт. Ворохта",
city,ivano-frankivska-obl-nadvirnyanskij-r-n-m-nadvirna,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна",
city,ivano-frankivska-obl-nadvirnyanskij-r-n-m-nadvirna-majdan-shevchenka-1,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, майдан Шевченка, 1",
city,ivano-frankivska-obl-nadvirnyanskij-r-n-m-nadvirna-majdan-shevchenka-4,"Івано-Франківська обл., Надвірнянський р-н, м. Надвірна, майдан Шевченка, 4",
city,ivano-frankivska-obl-nadvirnyanskij-r-n-s-pasichna,"Івано-Франківська обл., Надвірнянський р-н, с. Пасічна",
city,ivano-frankivska-obl-nadvirnyanskij-r-n-smt-delyatin,"Івано-Франківська обл., Надвірнянський р-н, смт. Делятин",
city,ivano-frankivska-obl-rogatinskij-r-n-s-vishniv,"Івано-Франківська обл., Рогатинський р-н, с. Вишнів",
city,ivano-frankivska-obl-snyatinskij-r-n-s-trostyanecz,"Івано-Франківська обл., Снятинський р-н, с. Тростянець",
city,ivano-frankivska-obl-tlumaczkij-r-n-ivano-frankivska-obl-tlumaczkij-r-n-m-tlumach-vul-vinnichenka,"Івано-Франківська обл., Тлумацький р-н, ІВАНО-ФРАНКІВСЬКА обл., ТЛУМАЦЬКИЙ р-н, М. ТЛУМАЧ, ВУЛ. ВИННИЧЕНКА",
section,individualna-tvorcha-diyalnist,Індивідуальна творча діяльність,
section,inshe-groshove-poserednicztvo,Інше грошове посередництво,
section,inshij-pasazhirskij-nazemnij-transport,Інший пасажирський наземний транспорт,
section,inshi-budivelno-montazhni-roboti,Інші будівельно-монтажні роботи,
section,inshi-vidi-vidavnichoї-diyalnosti,Інші види видавничої діяльності,
section,inshi-vidi-diyalnosti-z-pribirannya,Інші види діяльності з прибирання,
section,inshi-vidi-kredituvannya,Інші види кредитування,
section,inshi-vidi-osviti,Інші види освіти,
section,inshi-vidi-pererobki-i-konservuvannya-fruktiv-i-ovochiv,Інші види переробки і консервування фруктів і овочів,
section,inshi-vidi-rozdribnoї-torgivli-v-nespeczializovanih-magazinah,Інші види роздрібної торгівлі в неспеціалізованих магазинах,
